region_code,region
68558,Woodlane
5035,Bulkeley
63299,Printfield
78537,Highfield Ind Est
96660,
4006,Boltongate
76315,Glan-Adda
32303,
25013,Trevarth
9269,
87554,Keeran
14429,Knockmenagh
62883,Tudhoe Park
31021,
7218,
478,
83019,Bookers Lee
29757,
23537,Stratford St. Andrew
7366,Crawcrook
68514,Crosspool
80719,Broadmeadows
86811,Elmers Green
78184,Kame-End
59682,
47974,
19803,Picton
49644,
43579,
8037,
64330,Spital
74187,Fernwood
77481,Bartlett's Green
67708,The Beeches
42321,
59081,
61415,Richmond Upon Thames
74146,Heath Top
95052,
78659,White Lees
75445,Gt Bardfield
54710,
76768,Peartree Green
40856,
92538,
1227,South Queensferry
85421,Bellingham
99032,
95370,
6012,Chapelton
53792,
11600,Hackthorpe
10609,Gazeley
8090,
53237,
61592,Waterton
247,Bures
57195,
24037,Tatenhill
10610,Geanies
80599,Cherry Lodge
95944,
38851,
34178,
45121,
32284,
85165,Brockamin
75040,Talyllychau
59929,
45743,
67066,Marsh Side
59924,
80378,Habton
79850,Preston
35268,
93057,
42514,
12971,Holworth
11263,Great Ponton
28822,
75726,Nelmes
75985,Wellfield
5836,
59418,
71029,Kirkside
29594,
44036,
66173,Trading Estate Sudell Street
57656,
94186,
78638,Salter
13051,Hope Mansell
23509,Stow-Cum-Quy
92924,
89398,Barr Of Ramoan
23151,Stanway
60042,
68199,Coton Hill
40879,
71868,The Heights
28744,
82866,Barking Tye
85937,Cowgate
35770,
57712,
29332,
80252,
13516,Innerleith
92177,Shadsworth Business Park
66259,Swinton Park
29537,
12606,Highampton
39024,
6402,Cilmery
33110,
59042,
12771,Hilton
53810,
89516,Balladoole
51185,
91921,
7492,
34212,
12061,Hatford
57196,
74222,Whitsford
20984,Rockford
43176,
18160,Newbottle
29069,
56292,
98919,
80628,Quinton Green
79345,Halltoft End
46294,
46036,
30522,
89537,Ballymagaghran
61990,Dowlesgreen
7166,Coton
40264,
26534,Weston-In-Gordano
13588,Isel
77463,Parkhurst Prison
68424,Highwalls
69082,Leam Lane Estate
78358,Breighmet Ind Est
30830,
18419,Nomanswood
85194,
56836,
10736,Glarryford
44119,
91608,Greshop Industrial Estate
10741,Glascote
44922,
9401,
90528,Pedlars Rest
76631,Portsea Island
346,Cockermouth
25899,Wash Water
72794,Langunnett
66083,Westfield War Memorial Village
98572,
51528,
59931,
31899,
31777,
54132,
88255,Drumlish
64778,Balmerlawn
37821,
52320,
39907,
93603,Wardley
96364,
89246,Broadsword Park
39489,
48663,
28562,
93777,
24452,Thruxton
30588,
55525,
90605,Port Navas
81952,Perry Green
47196,
25822,Warcop
77209,Tithe Barn
50873,
27060,Windmill Hill
88035,Glasdrumman
59091,
35984,
30175,
97616,
45868,
1905,
63532,Higher Slade
80555,Edgewood
6253,Chiltern Green
94999,
31200,
48495,
6863,
95475,
75647,Stifford Clays
29217,
46836,
67431,
44784,
57435,
72085,Stoneley Green
77668,Boughton
82451,Ewden Valley
18753,Nunnington
59973,
67172,Allison Lane
18581,North Petherwin
38176,
84192,Park Lane
6884,
74485,Hookhills
54360,
51865,
59005,
9664,
5030,Bulcamp
43255,
25918,Watendlath
87423,Skippool
74879,North Kilbowie
92987,
14050,Kindallachan
68068,Muir Of Fairburn
73750,Highgate
56403,
10665,Gilfach
16275,Lower Rudloe
9342,
60072,
91587,
47572,
92611,
41670,
83979,Cradley Forge
46918,
57893,
2510,Audnam
56469,
21183,Routenbeck
89918,Leraw
70125,Woodbury Down
46753,
76657,Burley Street
50809,
21819,Shackerstone
62421,Morgan Drive Industrial Estate
150,Bexleyheath
37055,
47608,
30368,
96493,
9017,
48268,
17987,Nether Westcote
14382,Knatts Valley
10110,Forbes
60983,
77687,Little Beachborough
20645,Red Wharf Bay
48140,
3953,
41008,
23755,Sutton Green
63071,
73828,Southey Hill Ind Est
24869,Trefechan
19460,Pedlinge
60864,
89827,Knockmacmanus
39751,
31988,
95783,
23345,Stockwood
39972,
32979,
86880,Mayfield
78683,Broom Lane End
9924,
46511,
89320,Blitterlees
65172,Artichoke Dell
15065,Linley
46256,
88964,Cobnash
77985,Gorbals
37198,
3638,
94909,
6262,Chilton Foliat
84582,Brunthwaite
21123,Rostherne Village
60322,
93689,Penmarth
63832,Bwlchnewydd
57301,
45249,
26958,Willen
77215,Trowley Bottom
3268,
39451,
88677,Currogs
13723,Kelloe
44107,
42535,
36075,
61356,Peeblesshire
4127,Bough Beech
4391,
98426,
38232,
47782,
52961,
89873,Lattonagh
11400,Gretton
58962,
84309,Buddington
81200,Camusvrachan
27888,
37165,
4718,
97859,
65407,The Leacon
63938,Gilmerton
36491,
59955,
55461,
77293,Callow Land
53251,
41198,
78493,Free Town
62810,Harmire
42293,
512,Ferryhill
8508,
94235,Culverhouse Cross
52812,
33860,
252,Burnley
54284,
95356,
67409,Weston Favell Centre
19623,Penrose
7187,
60049,
97098,
53522,
36912,
99058,
88265,Drummack
26122,Wentworth
88183,Edenclaw Little
15982,Longmoor
74847,
74049,Lower Bibbington
30897,
42681,
1980,
95485,
81966,Langham
68373,Ffordd Pengam
31802,
60368,
41590,
62154,Bunkers Hill
54432,
12564,High Laver
21828,Shalbourne
67287,Clifton Park
27989,
73455,Tattymoyle Middle
35962,
2640,Bagendon
44327,
26700,Whitchurch
14209,Kinnermit
28506,
71087,Kirkton
96302,
82784,Great Knowles Green
13574,Irlam
48962,
44658,
33302,
8344,
78910,Knowsley
76861,Panson
88324,Drumwhinny
18018,Netherton
94175,Newton
55719,
23452,Stoney Stratton
20048,Pontybodkin
66706,Deacon Trading Estate
85023,
76573,
14892,Lelant
18868,Ogbourne Maizey
70015,Meagill
42820,
21596,Scammonden
63290,Stanley View
1710,Afonwen
75652,Hedingham
20973,Rock
76408,Tydweiliog
28699,
69542,Parkes Hall
81637,Cullisse
48535,
408,
56994,
68746,Mildenhall Estate
47745,
73814,Causeway End
95537,
56580,
6774,Cokers Frome
64714,Portmeirion
32594,
46173,
56066,
34072,
98220,
93803,Seal Chart
26495,Weston
4438,
56282,
80543,Cobdale
8312,
35873,
96543,
89494,Aytounhill
56368,
61149,
95510,
78017,Nitshill
37656,
21114,Rosslynlee
31437,
81806,Elsich
49194,
61142,
44429,
79316,Thorpe Acre
24356,Thorntonhall
6381,
21838,Shalstone
51259,
75741,Mossford Green
21235,Ruan High Lanes
3286,
32168,
57305,
3425,Bewaldeth
96749,
90370,Mwnt
67660,Sutton Woodhouse
1271,Stoke-On-Trent
95624,
68275,Church Row
78439,Hart Common
71414,Holywell
43842,
15485,Llandderfel
51042,
4489,
27413,Woolage Green
82024,West Shepton
75869,Balstonia
21241,Ruckley
41984,
99018,
42084,
44540,
53947,
86018,Whitefarland
71843,Weston Green
75283,Street End
10268,Foy
62147,Black Bush
53245,
66890,Eastbury
22810,St. Brelade
46841,
26596,Whalley Range
31969,
62489,Stainsby
24720,Torlum
54323,
27778,
2778,
83570,Rosehill
1037,Oxted
92384,
2284,
10186,Fortingall
75930,Rivenhall End
60972,
38139,
95192,
88083,Fearns
19171,Overstone
81099,The Close
15995,Longside
6648,
53875,
84848,Curzon Park
13288,Hunmanby Gap
24221,The Stell
63590,Ford Park
76030,Jamphlars
51441,
52753,
31553,
84771,St. Johns
38702,
28084,
60989,
4882,
55694,
92364,
57784,
73668,Esthwaite
21968,Sherfield-On-Loddon
69374,Ynys-Fach
56816,
27792,
76075,Footbridge
79670,Penrice
46229,
51489,
71417,Greaves Estate
97883,
53289,
69925,Dirker Bank
88641,Croy
78366,Dove Bank
74250,Bocombe
9367,
69433,Almondvale
80647,Flinthill
25777,Walton
85399,White City
6848,
23071,Standish
24522,Tiddington
7991,
65286,Inverlochy Castle
69459,High Peak
46972,
46785,
20006,Pont Nedd Fechan
8283,
33442,
98109,
92330,
82155,Michaelston Super Ely
50827,
59921,
93134,
31087,
42717,
32512,
28031,
42876,
23762,Sutton Mandeville
66914,Cockdurno
4759,
84161,Ebstree
20331,Puddington
16706,Mappleton
21104,Rosscarn
46799,
91321,Ummera
4832,
54789,
84745,Wharrels
90455,Nuncargate
83759,Glenmavis
40319,
15257,Little Horwood
4418,
96961,
38307,
93202,
31591,
83380,Stepney
74326,Woodgate
18483,North Carnmarth
10112,Ford
46009,
18227,Newington
34875,
1903,
92465,
69430,Threemiletown
2353,Ashurst Wood
30767,
12336,Hemel Hempstead Industrial Estate
14219,Kinrossie
83037,Rose Hill
67619,Beechdale
68440,Flixborough Industrial Estate
17536,Mordon
77460,Little London
11962,Harriseahead
41555,
58944,
28645,
17541,Moreleigh
82268,Little Coates
65468,Lullingstone
38389,
50288,
76242,Pont-Y-Gof
19818,Pilgrims Hatch
47734,
76818,West Hill
77098,Horns Mill
43768,
42096,
757,Kirknewton
92122,
60289,
55346,
58598,
91503,Winstone
60349,
28306,
45474,
98753,
17387,Misterton
56670,
26287,West Lavington
36867,
11946,Harpswood
86916,
91660,Llwyneliddon
37936,
76105,Gluocester
96777,Park View Industrial Estate
79394,Loosegate
36852,
42998,
89593,Arda
83174,Giggshill
45682,
58207,
48811,
13978,Kilmany
28860,
67796,Meggernie Castle
68553,Beamhill
56007,
58180,
56425,
53013,
70461,Butts Common
23976,Tandridge
78243,Moorfield Ind Est
71719,Tatling End
59551,
81689,Cessford
31639,
47191,
94500,
68740,Barsham City
38581,
8504,
86236,Tresevern Croft
3830,
58461,
37428,
82276,Hawerby Cum Beesby
48060,
438,
43877,
84819,East Galdenoch Stoneykirk
12905,Hollybush
79541,Highpark
80962,Lace Market
67305,Muncastergate
6585,
93915,
62346,Bunbury Locks
79760,Bush Hill Park
82218,Downs
13668,Joyford
18878,Okeover
9027,
48738,
18057,New Brighton
60892,
34624,
88148,Earthcott Green
84904,Baverstock
87503,Dulwich
5278,
29848,
38870,
81078,Fleet Meadow Estate
82230,Brychdwn
24429,Thriplow
42722,
85096,Birchwood Common
4888,
59611,
5424,Calthwaite
32905,
91052,Tattinbarr
26464,Westhay
20676,Redland
6998,
81378,Trecastell
99790,
44006,
11446,Grindon
11808,Handley Park
59528,
31221,
68852,Moats Tye
14744,Laycock
77733,Springfield
70029,Charlestown Estate
75762,Cudham
25990,Waverton
52645,
90183,Mealrigg
90484,Onslow
83192,Trumpsgreen
98252,
38933,
60904,
86115,Earley Rise
55263,
65017,Honeymoor Common
7792,
88484,Dresternan
33804,
87891,Glingerbank
79008,Eastway Business Village
41911,
54028,
10890,Godmanstone
78053,Willington
37218,
78945,Stockbrook
58210,
10875,Glyntaff
72188,Hawk Green
98490,
87600,Killycreen West
72981,Kerley Downs
30180,
29143,
57695,
22091,Shottisham
11343,Greengairs
32083,
87339,Dalefield
12857,Holbeach
79107,Prickshaw
36721,
11548,Guyhirn
16587,Magor Downs
74908,Old Goginan
52453,
27552,Wray
43988,
88601,Derrysteaton
64268,Thornwood Common
1251,St. Ives
9002,
33848,
58872,
21902,Sheepwash
1324,Templecombe
73930,Park
49638,
93328,
35951,
71863,Houghton Hill
3502,Billesley
57670,
28043,
65179,Frogmoor
9200,
55905,
30736,
52145,
84237,
36379,
45690,
42137,
58532,
77548,Spearpoint Corner
83330,Bells Close
24915,Tregroes
58846,
85085,Upper Howsell
30917,
87469,Balaglas
21568,Saxlingham
99573,
60165,
79367,Stainsby
76813,
40686,
89365,Boyaghan
65300,Smithtown
53403,
82917,Framsden Street
50968,
36829,
37474,
71543,Collins End
89148,Callakille
25433,Upper Farringdon
92717,
16109,Low Prudhoe
44934,
16825,Marston
58604,
80827,Mill House
80977,Newstead Abbey Park
98452,
37751,
12599,Higham
95710,
1802,
5610,Carlton
9873,
77483,Eastfield
19785,Piccotts End
26308,West Melbury
43049,
66379,Straits
28651,
42324,
87966,Greaghnamoyle
30567,
25043,Trewarmett
68037,Dykebar
69735,Hammerpot
15543,Llanelly Hill
58681,
25308,Udny Station
33565,
71333,Maxwood
10158,Forest Holme
89427,Bell Pitch
8310,
13382,Hyde
20633,Red Bull
31229,
29341,
1433,Westcliff-On-Sea
38880,
111,Barrow-Upon-Humber
30756,
72815,Newlyn East
22015,Shingay Cum Wendy
96849,
90552,Pentre Castell
6396,
60152,
61016,
4364,Brampton
14225,Kintessack
58139,
69884,Cliff End
46617,
33389,
27568,Wrestlingworth
64840,Elm Close Est
24529,Tideswell
52419,
11151,Great Blakenham
73590,
51664,
72857,Trevithal
46459,
66419,Royle Road Ind Est
75216,Moulsecoomb
34396,
74693,Lower Nyland
59044,
95326,
83834,Kings Standing Wood
31392,
78024,Pollok
15218,Little Fencote
86747,Collingwood
33938,
39674,
18888,Old Bridge Of Tilt
79370,Brayford Side North
93872,
6315,Chop Gate
30550,
96362,
92215,
19033,Oreston
33914,
42620,
92645,
53216,
10013,Five Ashes
15186,Little Comberton
23953,Tallington
19034,Oreton
13760,Kempton
45723,
26282,West Lambrook
56535,
55532,
75862,Wakering
58263,
53307,
30303,
87363,Abbeymeads
6646,Clovelly
5329,
33275,
33651,
69836,Wesley Place
54608,
98054,
83412,Tudor Grange Estate
33308,
47758,
724,Keith
8798,
13692,Keelby
77397,Benadrove Road
60200,
40464,
47873,
51433,
71326,Grange
20150,Portmush
15025,Limerstone
40955,
57866,
47273,
54251,
66507,Martland Mill Ind Est
49853,
27713,Yettington
77725,Hollingworth Court
18079,New Ferry
59650,
34574,
62315,Bongs
14654,Lanlivery
29262,
39119,
15607,Llangelynin
67388,Kingsley
16662,Manningham
14062,Kingarth
53434,
7705,Culsalmond
50790,
28932,
80988,Fishpool
38058,
15696,Llansannor
94698,
32896,
78548,Chadswell Chaigley
97386,
13987,Kilmorack
79230,Martland Mill Business Park
32795,
22497,South Cove
61054,
24674,Ton Kenfig
94758,
54019,
51278,
29119,
70862,Bograxie
94879,
78738,Trading Estate Sherborne Street
80381,Whitewall Corner
65797,Eddlewood
35744,
39444,
76954,Thinghill
90711,Ridgewardine
75981,Fliskmillan
72062,Yr Hengastell
7158,
17609,Morwenstow
47473,
64155,Hoe Street
52586,
93901,Elmbridge
80008,Burgie
3066,Baughurst
84980,Potters Hill
55079,
11581,H M Naval Base
60315,
85557,Sleasdairidh
65652,Rosehall
48728,
28212,
62607,Bolankan
81081,Woodway
17678,Mount Joy
33361,
64586,Piper's End
9678,
86626,Tyttenhanger Park
49339,
91163,Toft Tunnel
64455,Monkstown
54646,
23493,Stourton
12395,Hennor
97462,
45131,
26302,West Lyng
77292,Blakesware
3877,
81732,Longnewton
63192,Farthwaite
23192,Starston
54669,
21327,Ruthvoes
47557,
50640,
16526,Machen
94784,
84752,Tong Park
33763,
42955,
73349,Carrickmulkin
79758,Botany Bay
3685,
32230,
96585,
26725,Whitechapel
53184,
36947,
94025,Old Harlow
4636,Brislington
48944,
23586,Strete
35026,
98527,
20950,Roade
96888,Lower Sunbury
92967,
53139,
60525,
42497,
75870,Muckingford
75910,Sergeants Green
63367,Acorn Ridge
5735,Casterton
10209,Foston-On-The-Wolds
92951,
21805,Seven Springs
95455,
65418,Crook Log
84059,Brownhills West
21542,Sauchie
11667,Halfway Bridge
29681,
26046,Welby Warren
88497,Drumadagarve
28941,
16539,Madeley Heath
93913,Victoria Dock
18492,North Cliffe
29988,
97909,
72236,Pillmoss
23184,Staplow
96262,
84049,Hinchwick
13862,Kew
88424,Drumgormly
31266,
1016,Northwich
67195,Pockthorpe
62630,Ponjeravah
91171,Tonge
23963,Talygarn
14133,Kingsthorpe
9881,
7103,Corringham
75128,Tanderlane
93302,Glasgow North
71459,Cheapside
33850,
76835,Tower Hill
55664,
58233,
15390,Littlebeck
28563,
94761,
14784,Leanamoyle
29817,
26489,Westmill
95722,
69257,Sheepfolds
52207,
73372,Gortnasoal Glebe
80682,Lionheart Enterprise Park
9405,
27320,Woodend
25799,Wamphray
92762,
92981,
38362,
54509,
48766,
36695,
51326,
24137,Testerton
92253,
82282,New Brumby
30811,
17959,Neopardy
42239,
3744,Blacko
20452,Rabron
46710,
5774,Castlefields
88252,Drumliff
30925,
96261,
80901,Bickerton
39743,
57958,
78371,Firwood Ind Est
6129,
56527,
22,Aldershot
69835,Raw Nook
70542,Victoria Gardens
57914,
17516,Moorlinch
65470,Victoria Town
17531,Morcombelake
3185,
98206,
15911,Long Lane
50299,
76777,Netley View
46919,
5525,Capel Dewi
30034,
62020,Auchencrow Mains
97373,
43772,
38642,
71043,Dalilea
58167,
75157,Dolphingstone
79874,Baberton Mains
81404,Llwynygog
11003,Gortmessan
39946,
96799,
24291,Thornby
79684,Pantyscallog
86641,Balnahard
12159,Haxby
61138,
80187,Beckhithe
73538,Letterbrat
65477,Stanford's End
2369,
99963,
2978,
14210,Kinnersley
49728,
71592,Dedworth
89277,Broughderg
70767,George Moor Ind Est
28129,
59808,
98086,
20788,Rhoshirwaun
60380,
30366,
82384,Gleadless Townend
91603,
51843,
34717,
88261,Drumlught
91773,
79060,Buckley
9305,
66625,Garns Gate
34813,
40720,
86257,Seaton Industrial Estate
9701,
86356,Chiddenbrooke
75614,Leaden Hill
17053,Meonstoke
56486,
9420,
14787,Leasingham
66159,Parrs Wood
59099,
21057,Roosebeck
20623,Ready Token
15114,Lissington
37701,
7125,Cosford
73640,Rossnareen
87779,Holestone Moor
96521,
2367,Askern
35793,
36604,
47879,
9332,
58063,
40863,
1284,
83300,Barnwell Estate
70538,Hampton Court
19484,Pelynt
99136,
42842,
41011,
57396,
77466,Staplers
51799,
20722,Rennington
54427,
77491,St John's Park
17447,Monk Sherborne
10170,Formby
80031,Springfields
63839,Llangynnwr
74205,Twist
46151,
98451,
51425,
11242,Great Lumley
86596,Little Ffordd-Fawr
27123,Winterborne Muston
16406,Lullington
52474,
16890,Matching
67676,Rookery
74711,Rossmore
16304,Lower Thorpe Mandeville
90508,Pantyresk
18439,Normanby
90903,Slack
39047,
80787,Eastfield Chase
22437,Sontley
48329,
10828,Glenmoriston
3798,
14233,Kippen
40345,
43053,
58211,
76678,Halterworth
72651,Poundfield
33937,
53950,
64770,South View
98059,
76124,The Flats
16219,Lower Hartshay
61292,Carmarthenshire
41620,
96167,
60973,
42927,
39998,
3348,
84690,Canada
11397,Gressingham
96030,
27813,
88167,Eastdown
47479,
11368,Greens Norton
89725,Allaleigh
11795,Hamstreet
63302,Weston Bank Ind Est
40869,
34464,
4732,Brodie
93856,Royal Docks
70742,Cwm-Yr-Eglwys
66575,Mid Thorpe
24189,The Headland
53564,
86474,Keeres Green
95850,Edinburgh and Lothian
45062,
19816,Pikehall
73460,Tullyclunagh
51487,
90815,Satran
90323,Mullanasaggart
61257,"Dundee, City Of"
3145,Beckbury
77680,Bowles Well Gardens
93468,Clipsham
20967,Roby Mill
39011,
69508,Stoke Green
10232,Four Oaks
97428,
31498,
24703,Toomebridge
64149,Ringwood
39815,
44465,
52687,
74697,Brownsea
52064,
26199,West Dean
86810,Weaste Trading Estate
21948,Shenton
3703,Blackbridge
88588,Derrynacross
68261,Huntstile
37934,
43193,
3594,
55141,
65755,High Gallowhill
45084,
34838,
57954,
39359,
48124,
2301,Ashington
69352,Ambion Hill
9827,
38194,
20826,Rhydwyn
38436,
86844,Suez Street Caravan Site
48298,
79257,Park Ind Est
30426,
63257,Devonshire Arcade
27412,Wool
19937,Plumley
53123,
76635,The Hard
37407,
57422,
80391,Keld Head
89300,Buggan
13332,Hurn
9230,
63645,Sunrise Business Park
61812,The Den
62492,Eaglescliffe Junction
30269,
10360,Fritton
88774,Creegbrawse
69056,Allerdene Estate
27145,Winterslow
92885,
31489,
16350,Lowick
29774,
9504,
16067,Loveston
4088,
23570,Streat
75974,Nairn's Cottages
54022,
32351,
88353,Drumbo
67452,Greyfields Estate
16348,Lowgill
36587,
78221,Torbothie
1599,
22205,Sithney
94939,
87236,Oxclose
36241,
80998,Boxhill
11774,Hampton Gay
30792,
94606,TQ
39803,
652,Holywood
10042,Fleet
25322,Ugley Green
8744,
64738,Rhosbeirio
55680,
98925,
67011,Ferry Road
19102,Otterbourne
23020,Staindrop
28895,
74005,Chapel Brow
97886,
26183,West Chelborough
3895,
9350,
15753,Llanynis
48498,
41280,
97200,
58450,
90152,Magho
77175,Bernards Heath
11943,Harpole
94648,
59674,
66957,Longstone
84248,Chownes Mead
72183,School Street Ind Est
49909,
82940,Church Street
42076,
32418,
20550,Rangeworthy
81455,Weston Madoc
59216,
16499,Lyng
51622,
52979,
4492,
80958,Dunkirk
63693,Silver Business Park
6737,Cocknowle
41991,
69957,Miles Hill
60710,
95495,
14287,Kirkby-On-Bain
39503,
85714,Partridge Row
30405,
41839,
82603,Acres Nook
76968,Briercroft
26176,West Butterwick
26868,Wicken
55855,
62571,Wheatsheaf
52660,
96511,
93294,
70154,Middle Winterslow
89318,Blantyre Industrial Estate
52007,
26463,Westhaven
55221,
99911,
66595,Skidbrooke North End
45660,
66235,Stoneclough
86615,Ippollitts
49598,
68372,Fferm Y Fforest
56894,
61803,Connel Park
61237,Sefton
51907,
50752,
18529,North Grimston
57416,
57298,
15893,London Stansted Airport
48700,
93905,Yorkshire and the Humber
52306,
22198,Singleton
66496,Lumbutts
20220,Powick
59096,
88625,Cronkhill
32404,
40136,
24585,Tintinhull
71900,Rattan Row
53056,
48940,
63937,Scoughall
73765,Limekiln Nook
89214,Brayton Domain
69055,Allerdene
7107,Corse Hartpury
89009,Carrigolagh
68311,Gotton
54640,
49621,
34829,
91048,Tatnamallaght
79988,Ardgye
86605,Dancers Hill
2774,Balnabodach
11194,Great Eccleston
99436,
50593,
5876,
85082,Pound Bank
77710,Herne
25430,Upper Eddington
52218,
76436,South Town
41983,
96562,
53186,
11005,Gortnagriffin
17598,Morton Carr
53565,
14969,Lewdown
22267,Skircoat Green
160,Birchington
26812,Whitstone
81243,Over Buttergask Coupar Angus
34061,
65034,Greidol Dingle
5157,Burnt Mills Industrial Estate
7550,Crosscanonby
58817,
93805,Glasgow West End
33047,
79861,Johnsburn
35228,
2408,
6398,
79589,Caldywood
83930,Paradise
88487,Drinan
89786,Kingston
43503,
81821,Tilsop
67135,Norton Street
22098,Shouldham Thorpe
34441,
33578,
7586,
74806,Floshknowe
65354,Middleton
29624,
32350,
18189,Newby Cross
38290,
25343,Ulva Ferry
57868,
77370,Strathmashie
32023,
23232,Steeple
48815,
16791,Marsh
53392,
57789,
41757,
10323,Freystrop
70684,Hague Bar
75438,Lower Green
68931,Tilford Reeds
36766,
34947,
76800,Christchurch Road
70878,Hallmoss
61544,
45167,
6474,Clawthorpe
62333,Melford Road Ind Est
40628,
58035,
15970,Longhill
13088,Horndean
45067,
46991,
69790,East Worthing Trading Estate
83011,St. George's Hill
29279,
88549,Derrychorran
4308,
66545,Spinney Hills
85226,
29680,
74355,Polsloe Bridge
49529,
92233,
50023,
73489,Ballyrenan
30212,
3133,Beauchamp Roding
98913,
88445,Digg
56646,
76597,Gritnam
65197,Shadbury End
51641,
76848,Aylestone Hill
16459,Lyde Cross
53943,
81203,Borland Park
62146,Bassenwally Field
51707,
55967,
91671,
37582,
50002,
42119,
67084,Palgrave
58719,
67357,Bramley Hedges
46944,
67642,West Field
39430,
46789,
94280,Georgian Quarter
73627,Killyfuddy
19385,Parson Drove
75525,Cooks Green
89109,Burnfoot
19870,Pisgah
18924,Old Hurst
92066,
15658,Llanishen
87436,Lochbay
72498,Tanlan Banks
933,
9869,
55424,
53081,
34682,
79032,Kingsfold
65464,Four Throws
8399,
42786,
91894,
11351,Greenhead
55060,
78202,Marlage
50948,
52109,
77448,Monks Lane
26446,Western Docks
4153,Bourton
73264,Laragh
53817,
2233,Asfordby
24553,Tilney St. Lawrence
22078,Shortstanding
23598,Stretton On Dunsmore
64319,
28552,
12938,Holmesfield
13608,Islip
52225,
65706,Rogerfield
3730,Blackhill
11286,Great Stukeley
31352,
2696,
85960,
459,
46968,
91760,
98380,
18861,Offham
21646,Scotlandwell
1165,Salisbury
36400,
97486,
76156,The Scarr
24916,Tregullon
25947,Waterloo
49490,
85644,Hallfield Gate
19074,Osbaston
55717,
55534,
32386,
68026,Ardgowan
59571,
96287,
98750,
93020,
33859,
69791,Goring Trading Estate
33681,
96289,
94508,Countesswells
81858,Vyrnwy
78240,Higher Antley
68345,Pen-Marc
97292,
71647,Twizel
57169,
37607,
1382,
1070,Pinner
29391,
95006,
34732,
70462,Higher Rocombe Barton
36677,
23228,Steensbridge
8969,
58128,
36685,
87029,Abernant
99793,
94517,Hillheads Estate
11477,Grosmont
32146,
14305,Kirkhouse Green
916,
3610,Birtley
94524,
47275,
76165,Beeches Green
33235,
82549,The Hole
4774,Brook
50338,
80057,Sweeting's Green
37781,
45914,
95216,
15233,Little Hallingbury
5857,
96425,
85836,Saxby Cliff
2035,Annbank
27411,Wookey Hole
11287,Great Sturton
54268,
60099,
66605,Longlands
84658,Temple Newsam
80493,Birdforth
54057,
61404,
96587,
89727,Allerby
77485,Fishbourne
51551,
6224,Chilbridge
38959,
74860,Cairnpark
94625,
1262,Stansted
94828,
71165,Park Wall
14393,Knighton
59620,
31348,
44152,
15011,Lillehurst
50162,
99164,
73115,Morton Palms
65882,Common Edge
69631,Spring Hill
70165,Riverray Trading Estate
13320,Huntworth
61017,
32467,
38863,
5395,
45618,
3762,Blackwater
18377,Newtown Crommelin
94669,
10302,Freckleton
52116,
51329,
34879,
55180,
24569,Timsbury
54355,
36429,
77542,Barrow Hill
90025,Llansoar
26601,Whaplode St. Catherines
90069,Low Valley
44044,
39755,
42818,
55501,
80016,Castle Grant
64997,Barrow Common
97736,
58012,
11778,Hampton Loade
85910,Stanney Grange
22756,Spreyton
44957,
55175,
55997,
37972,
62722,Porthcurno
90961,Stanacally
68254,Nythe
8580,
53954,
32106,
96413,
21108,Rossdoney
17978,Nether Kellet
64701,Plas Llanfair
86025,Auchenhew
1129,
64874,Venture Park
29678,
88075,Farrancassidy
72141,Saunders Green
34643,
16939,Maydensole
3179,
4397,
68694,Quixhill
67678,Sutton Wick
5889,
8521,
94446,
73055,Redburn
49679,
9975,
92292,
9829,
59928,
35017,
68550,Wybourn
22734,Spirthill
46255,
94472,Inverness West
60808,
75927,Chipping Hill
19697,Penybontfawr
47186,
65302,Stratton
22129,Sibbertoft
96450,
52437,
69412,Greendykes North
24685,Tong Forge
74699,Chalwyn Industrial Estate
44817,
83408,Gosforth Industrial Estate
83714,Penpant
40173,
37158,
77517,Nodewell
36020,
46329,
68401,Tresimwn
65666,Barnhill
40570,
51563,
7838,
36223,
80506,Thornton Bridge
71547,Cross Lanes
27858,
62575,Pont-Faen
24655,Toller Porcorum
27924,
31951,
89745,Kilmore
56883,
25700,Walford Cross
83590,Washington District 9
65698,Meadowside
72377,Marton
2864,
9077,
55957,
50999,
486,
72795,Gwallon
82009,The Parks
41161,
51766,
27355,Woodlands
43994,
31195,
19093,Ossington
38709,
34571,
43127,
30552,
63740,Hayes
58671,
88228,Evanstown
73593,Raw
9093,
63818,Trawsgoed
10200,Fosdyke Bridge
62016,Lambden
96808,
43586,
20349,Purbrook Heath
83771,Craigrigg
91926,
98146,
8966,
15992,Longriggend
32499,
98393,
84078,Ryder's Hayes
93023,
68019,Central
27527,Wortwell
77138,Woollensbrook
20062,Poolewe
88531,Derrin
7313,Craigie
88645,Crummy
71127,Ashton Vale
97124,
54803,
56378,
2562,Aychley
51332,
67896,Balgay
15517,Llandough
81755,Helmburn
6974,
75646,Socketts Heath
59784,
31187,
58415,
18376,Newtown Common
44338,
26237,West Hallam
33813,
68670,Trough Stone
68036,Castle Gardens
33187,
7810,
14295,Kirkgunzeon
2964,
12516,High Bullen
68531,Meadowhall Retail Park
96669,
51685,
55240,
22708,Sparty Lea
36692,
95292,
59479,
73761,Lyneholmeford
70327,Queens Gate
32112,
10737,Glas Pwll
239,
17900,Nasareth
39969,
2885,
91308,Two Burrows
8948,
97689,
34773,
27891,
11082,Grange Court
87270,Gornalwood
75593,Beacontree Heath
